year,censor,quality,author,paper,SCC,CDR,PRTP,Equity,Uncertainty,Hope,Nordhaus,Tol,Ploeg,Tax
2021,1.00,0.03,0.01,0.01,415.67,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,607.62,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,999.67,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,218.60,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,222.30,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,516.10,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,194.48,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,539.82,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,1030.06,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,399.96,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,655.45,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,684.69,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,417.46,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,266.07,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,224.18,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,379.28,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,438.07,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,387.57,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,735.25,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,302.72,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,783.52,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,715.42,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,519.32,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,531.89,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,375.92,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,370.09,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,385.64,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,382.93,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,370.05,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,579.59,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,541.52,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,505.81,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,513.90,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,381.22,NA,1.50,0,0,0,0,0,0,1
2021,0.84,0.03,0.01,0.01,2157.45,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,414.14,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,133.79,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,455.71,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,439.40,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,407.26,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,389.56,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,390.07,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,345.80,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,418.18,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,365.41,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,381.22,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,325.73,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,306.86,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,401.58,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,509.73,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,385.74,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,418.04,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,451.61,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,381.91,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,361.23,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,391.80,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,387.26,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,373.98,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,476.68,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,403.18,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,494.36,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,411.41,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,687.66,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,451.99,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,653.17,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,380.28,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,375.20,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,376.76,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,370.47,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,409.74,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,391.39,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,407.32,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.03,0.01,0.01,501.50,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,156.93,NA,1.50,0,0,0,0,0,0,1
2021,0.85,0.00,0.00,0.00,2107.34,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,449.26,NA,2.00,0,0,0,0,0,0,1
2021,0.82,0.00,0.00,0.00,2323.94,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,119.45,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,67.70,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,254.53,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,120.53,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,599.18,NA,0.00,0,0,0,0,0,0,1
2021,0.57,0.00,0.00,0.00,3931.85,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,528.88,NA,1.00,0,0,0,0,0,0,1
2021,0.95,0.00,0.00,0.00,1461.70,NA,0.00,0,0,0,0,0,0,1
2021,0.96,0.00,0.00,0.00,1417.07,NA,0.10,0,0,0,0,0,0,1
2021,0.99,0.00,0.00,0.00,1206.77,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,95.09,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,68.56,NA,1.00,0,0,0,0,0,0,1
2021,0.98,0.00,0.00,0.00,1302.11,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,143.32,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,342.53,NA,1.50,0,0,0,0,0,0,1
2021,0.57,0.00,0.00,0.00,3939.08,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,28.79,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,936.51,NA,0.00,0,0,0,0,0,0,1
2021,0.71,0.00,0.00,0.00,3003.11,NA,0.00,0,0,0,0,0,0,1
2021,0.94,0.00,0.00,0.00,1526.83,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,127.54,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,186.43,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,616.99,NA,0.00,0,0,0,0,0,0,1
2021,0.79,0.00,0.00,0.00,2485.72,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,93.17,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,52.49,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,122.36,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,648.90,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,67.76,NA,1.00,0,0,0,0,0,0,1
2021,0.97,0.00,0.00,0.00,1352.17,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,222.28,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,67.36,NA,3.00,0,0,0,0,0,0,1
2021,0.98,0.00,0.00,0.00,1290.34,NA,0.30,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,90.51,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,268.86,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,355.17,NA,0.00,0,0,0,0,0,0,1
2021,0.85,0.00,0.00,0.00,2141.85,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,66.01,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,653.13,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,1155.85,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,152.27,NA,2.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,371.44,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,992.03,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,1129.29,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,926.36,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,729.84,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,135.23,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,101.61,NA,2.00,0,0,0,0,0,0,1
2021,0.86,0.00,0.00,0.00,2032.87,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,120.28,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,45.49,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,378.33,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,123.56,NA,0.20,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,894.31,NA,1.00,0,0,0,0,0,0,1
2021,0.82,0.00,0.00,0.00,2336.34,NA,0.00,0,0,0,0,0,0,1
2021,0.74,0.00,0.00,0.00,2830.00,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,45.63,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,71.27,NA,2.50,0,0,0,0,0,0,1
2021,0.00,0.00,0.00,0.00,10509.77,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,745.62,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,98.83,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,396.19,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,14.75,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,117.36,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,219.51,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,488.40,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,936.11,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,41.88,NA,7.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,893.63,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,69.42,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,317.83,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,58.78,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,384.13,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,726.49,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,553.75,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,379.76,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,104.32,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,105.24,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,486.02,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,152.44,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,835.36,NA,1.00,0,0,0,0,0,0,1
2021,0.00,0.00,0.00,0.00,10269.79,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,787.50,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,590.29,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,129.97,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,160.62,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,16.95,NA,6.00,0,0,0,0,0,0,1
2021,0.93,0.00,0.00,0.00,1572.40,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,106.01,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,355.88,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,373.69,NA,0.50,0,0,0,0,0,0,1
2021,0.43,0.00,0.00,0.00,4832.85,NA,0.10,0,0,0,0,0,0,1
2021,0.64,0.00,0.00,0.00,3447.74,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,303.88,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,80.25,NA,6.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,53.01,NA,6.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,467.81,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,368.21,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,290.99,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,145.09,NA,3.00,0,0,0,0,0,0,1
2021,0.91,0.00,0.00,0.00,1718.26,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,471.39,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,270.20,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,181.77,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,43.26,NA,2.00,0,0,0,0,0,0,1
2021,0.91,0.00,0.00,0.00,1704.26,NA,0.00,0,0,0,0,0,0,1
2021,0.93,0.00,0.00,0.00,1620.35,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,641.27,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,294.53,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,76.79,NA,0.80,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,145.61,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,91.26,NA,6.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,295.93,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,268.69,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,693.84,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,147.47,NA,2.00,0,0,0,0,0,0,1
2021,0.33,0.00,0.00,0.00,5468.02,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,95.86,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,315.80,NA,0.50,0,0,0,0,0,0,1
2021,0.00,0.00,0.00,0.00,13405.53,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,581.86,NA,1.00,0,0,0,0,0,0,1
2021,0.71,0.00,0.00,0.00,3023.75,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,692.78,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,504.32,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,260.91,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,734.12,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,294.56,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,133.37,NA,1.00,0,0,0,0,0,0,1
2021,0.77,0.00,0.00,0.00,2622.90,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,12.98,NA,8.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,237.32,NA,0.10,0,0,0,0,0,0,1
2021,0.93,0.00,0.00,0.00,1577.38,NA,0.00,0,0,0,0,0,0,1
2021,0.81,0.00,0.00,0.00,2355.67,NA,0.00,0,0,0,0,0,0,1
2021,0.83,0.00,0.00,0.00,2263.96,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,944.29,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,764.06,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,129.31,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,36.14,NA,2.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,656.88,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,875.07,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,128.82,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,172.51,NA,0.30,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,19.10,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,244.30,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,526.16,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,260.62,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,657.02,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,27.82,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,973.96,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,997.58,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,295.96,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,598.50,NA,1.00,0,0,0,0,0,0,1
2021,0.00,0.00,0.00,0.00,16968.08,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,736.24,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,209.22,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,611.19,NA,0.01,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,787.19,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,515.93,NA,0.10,0,0,0,0,0,0,1
2021,0.96,0.00,0.00,0.00,1431.14,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,241.04,NA,1.00,0,0,0,0,0,0,1
2021,0.89,0.00,0.00,0.00,1823.73,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,95.06,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,117.56,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,434.19,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,636.09,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,445.03,NA,0.30,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,743.24,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,771.32,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,498.75,NA,0.50,0,0,0,0,0,0,1
2021,0.86,0.00,0.00,0.00,2078.61,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,284.58,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,56.35,NA,0.25,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,23.10,NA,7.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,88.00,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,936.85,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,111.61,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,78.85,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,121.25,NA,3.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,131.97,NA,0.10,0,0,0,0,0,0,1
2021,0.93,0.00,0.00,0.00,1612.48,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,93.52,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,1118.97,NA,0.01,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,48.63,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,73.45,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,1160.60,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,655.10,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,730.26,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,759.08,NA,1.00,0,0,0,0,0,0,1
2021,0.72,0.00,0.00,0.00,2963.54,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,551.69,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,217.85,NA,1.00,0,0,0,0,0,0,1
2021,0.00,0.00,0.00,0.00,8124.63,NA,0.00,0,0,0,0,0,0,1
2021,0.83,0.00,0.00,0.00,2219.93,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,166.11,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,168.16,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,179.03,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,197.78,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,369.92,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,589.63,NA,0.20,0,0,0,0,0,0,1
2021,0.31,0.00,0.00,0.00,5586.04,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,573.54,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,356.60,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,295.79,NA,0.00,0,0,0,0,0,0,1
2021,0.82,0.00,0.00,0.00,2316.76,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,1102.24,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,665.74,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,548.18,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,148.15,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,98.61,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,125.08,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,353.83,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,422.13,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,335.76,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,7.69,NA,8.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,553.87,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,266.43,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,419.52,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,49.06,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,575.28,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,145.01,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,471.13,NA,2.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,98.29,NA,2.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,247.16,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,625.14,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,751.88,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,66.13,NA,8.00,0,0,0,0,0,0,1
2021,0.82,0.00,0.00,0.00,2290.37,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,244.87,NA,3.00,0,0,0,0,0,0,1
2021,0.00,0.00,0.00,0.00,16746.11,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,547.29,NA,0.10,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,84.54,NA,2.50,0,0,0,0,0,0,1
2021,0.81,0.00,0.00,0.00,2369.39,NA,0.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,133.03,NA,4.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,232.38,NA,0.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,18.07,NA,3.00,0,0,0,0,0,0,1
2021,0.75,0.00,0.00,0.00,2726.25,NA,1.00,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,35.99,NA,1.50,0,0,0,0,0,0,1
2021,1.00,0.00,0.00,0.00,217.00,NA,3.00,0,0,0,0,0,0,1
